Country Name,Year,GDP
Croatia,2017,27889.6335304462
Croatia,2018,29789.1942638744
Croatia,2019,33064.258957046
Croatia,2020,31595.874270133
Croatia,2021,36932.6680272861
Croatia,2022,41959.5293828373
Croatia,2023,45602.960114716
Haiti,2015,3025.83461728258
Haiti,2016,3253.47178641614
Haiti,2017,3339.38884653446
Haiti,2018,3196.97386370614
Haiti,2019,3236.97492504607
Haiti,2020,3103.18066312462
Haiti,2021,3134.95014938417
Haiti,2022,3264.93354407907
Haiti,2023,3281.21232071513
Hungary,2015,26806.0445899811
Hungary,2016,27941.9268571832
Hungary,2017,29496.1636824744
Hungary,2018,31908.863454349
Hungary,2019,35152.6036961244
Hungary,2020,35029.9132233256
Hungary,2021,38324.1814872656
Hungary,2022,43701.9129411187
Hungary,2023,45021.3009970981
Indonesia,2015,10027.5372996025
Indonesia,2016,10262.5951651871
Indonesia,2017,10687.6409218443
Indonesia,2018,11372.0971987612
Indonesia,2019,11986.4701508376
Indonesia,2020,11729.3674458448
Indonesia,2021,12757.0746440204
Indonesia,2022,14284.9594238784
Indonesia,2023,15415.6057934697
India,2015,5425.03599091046
India,2016,5800.48149366552
India,2017,6144.71714444938
India,2018,6714.96639877754
India,2019,7150.92423452926
India,2020,6966.27542785911
India,2021,8050.01857452664
India,2022,9153.88084185646
India,2023,10166.2434105835
Ireland,2015,71607.4568294649
Ireland,2016,73126.2389477479
Ireland,2017,80786.0014664482
Ireland,2018,86843.7709423016
Ireland,2019,92808.0379408403
Ireland,2020,98866.4191423814
Ireland,2021,118701.844040248
Ireland,2022,137346.371719045
Ireland,2023,124900.938635241
"Iran, Islamic Rep.",2015,13689.7646428107
"Iran, Islamic Rep.",2016,14573.3219668948
"Iran, Islamic Rep.",2017,15070.2585821031
"Iran, Islamic Rep.",2018,14839.5691945218
"Iran, Islamic Rep.",2019,13348.4109509839
"Iran, Islamic Rep.",2020,14110.3191444298
"Iran, Islamic Rep.",2021,14951.8948716503
"Iran, Islamic Rep.",2022,16424.3773866975
"Iran, Islamic Rep.",2023,17659.8739291119
Iraq,2015,9334.46604866315
Iraq,2016,9079.13531769496
Iraq,2017,10191.6616988639
Iraq,2018,12034.4011214944
Iraq,2019,12248.5917385963
Iraq,2020,10573.9304750715
Iraq,2021,12731.7535755128
Iraq,2022,14348.5744335333
Iraq,2023,14107.2979268389
Iceland,2015,49214.2648614584
Iceland,2016,53480.3971946764
Iceland,2017,55638.4920591796
Iceland,2018,57197.7676247173
Iceland,2019,60523.8179440827
Iceland,2020,55796.7454667634
Iceland,2021,61741.5794063777
Iceland,2022,73614.9423025742
Iceland,2023,76356.8105649868
Israel,2015,35780.7071153367
Israel,2016,38072.6704682242
Israel,2017,39336.0059707889
Israel,2018,40067.2235719904
Israel,2019,41222.6350870522
Israel,2020,41051.0225268553
Israel,2021,46148.5808533601
Israel,2022,53545.8088875343
Israel,2023,54057.0484059067
Italy,2015,37085.9802319781
Italy,2016,40140.5036102244
Italy,2017,41770.2838289238
Italy,2018,43190.5958275406
Italy,2019,46661.9105159611
Italy,2020,44435.6434393527
Italy,2021,49825.3934111854
Italy,2022,56218.7664851317
Italy,2023,57801.3662624471
Jamaica,2015,8985.5766781795
Jamaica,2016,9399.25792305103
Jamaica,2017,9820.20736957038
Jamaica,2018,10035.2797738175
Jamaica,2019,10083.5268300622
Jamaica,2020,8991.16205633754
Jamaica,2021,9577.16421134079
Jamaica,2022,10790.1333004334
Jamaica,2023,11421.7535570054
Jordan,2015,8967.07995837808
Jordan,2016,8747.87860930851
Jordan,2017,9265.51536720733
Jordan,2018,9042.39781871198
Jordan,2019,9429.07279552037
Jordan,2020,9579.20081317696
Jordan,2021,9182.49616125602
Jordan,2022,9927.23419842979
Jordan,2023,10391.0136135688
Japan,2015,40906.594569246
Japan,2016,40596.9686628994
Japan,2017,41444.2157443914
Japan,2018,42141.9352987759
Japan,2019,42678.1511448355
Japan,2020,42438.44646009
Japan,2021,44315.4979912492
Japan,2022,47328.5386309954
Japan,2023,49793.9358226161
Kazakhstan,2015,22484.3651382607
Kazakhstan,2016,23023.0872293899
Kazakhstan,2017,23973.0602295651
Kazakhstan,2018,25096.1285862615
Kazakhstan,2019,28689.2710838374
Kazakhstan,2020,29039.8229624509
Kazakhstan,2021,32945.8515725823
Kazakhstan,2022,35895.0839871669
Kazakhstan,2023,38515.1836009977
Kenya,2015,3678.32614146019
Kenya,2016,3916.65315673095
Kenya,2017,4177.24993580267
Kenya,2018,4411.56104120886
Kenya,2019,4687.37782325306
Kenya,2020,4792.57315847182
Kenya,2021,5338.85243382781
Kenya,2022,5883.22303961924
Kenya,2023,6307.23249419297
Kyrgyz Republic,2015,4153.37704285776
Kyrgyz Republic,2016,4603.76001523246
Kyrgyz Republic,2017,4953.71794358678
Kyrgyz Republic,2018,4777.94212467918
Kyrgyz Republic,2019,5304.22758314405
Kyrgyz Republic,2020,5178.56235197227
Kyrgyz Republic,2021,5736.47883415154
Kyrgyz Republic,2022,6577.51264877534
Kyrgyz Republic,2023,7106.49114289303
Cambodia,2015,4433.64393500572
Cambodia,2016,4748.12428521528
Cambodia,2017,5050.06356615113
Cambodia,2018,5616.98087023303
Cambodia,2019,6153.99439528427
Cambodia,2020,5942.45380373929
Cambodia,2021,6225.53265474741
Cambodia,2022,6917.07012912421
Cambodia,2023,7425.51179063119
Kiribati,2015,2310.60241846895
Kiribati,2016,2462.83184707739
Kiribati,2017,2562.06483032858
Kiribati,2018,2671.76190653134
Kiribati,2019,2762.93711943669
Kiribati,2020,2735.83320723448
Kiribati,2021,3049.47380127289
Kiribati,2022,3340.04037873709
Kiribati,2023,3546.91818832629
St. Kitts and Nevis,2015,26877.4665031101
St. Kitts and Nevis,2016,28214.709934443
St. Kitts and Nevis,2017,29578.6311625727
St. Kitts and Nevis,2018,30794.8986482634
St. Kitts and Nevis,2019,32482.094417215
St. Kitts and Nevis,2020,27326.0360574232
St. Kitts and Nevis,2021,26896.617706598
St. Kitts and Nevis,2022,31883.0997800561
St. Kitts and Nevis,2023,33749.700420686
"Korea, Rep.",2015,37907.5003102016
"Korea, Rep.",2016,39575.4542830031
"Korea, Rep.",2017,40957.4180587145
"Korea, Rep.",2018,43044.2917633371
"Korea, Rep.",2019,43865.0416366745
"Korea, Rep.",2020,45142.7634505403
"Korea, Rep.",2021,48419.6432513509
"Korea, Rep.",2022,51231.4530663601
"Korea, Rep.",2023,52203.9685660494
Kuwait,2015,45267.3085910026
Kuwait,2016,41862.1739115059
Kuwait,2017,46565.5499003014
Kuwait,2018,51370.7320487321
Kuwait,2019,50703.0001377467
Kuwait,2020,41461.7235103219
Kuwait,2021,50689.0440784829
Kuwait,2022,54619.2185241072
Kuwait,2023,51561.3638127917
Латинская Америка и Карибский бассейн (только развивающиеся страны),2015,14749.3808680438
Латинская Америка и Карибский бассейн (только развивающиеся страны),2016,14976.12088039
Латинская Америка и Карибский бассейн (только развивающиеся страны),2017,15587.1984494069
Латинская Америка и Карибский бассейн (только развивающиеся страны),2018,16255.6245990015
Латинская Америка и Карибский бассейн (только развивающиеся страны),2019,16622.8824199193
Латинская Америка и Карибский бассейн (только развивающиеся страны),2020,15983.8873269221
Латинская Америка и Карибский бассейн (только развивающиеся страны),2021,17883.5353232022
Латинская Америка и Карибский бассейн (только развивающиеся страны),2022,19958.4124183841
Латинская Америка и Карибский бассейн (только развивающиеся страны),2023,20924.5213768296
Lao PDR,2015,6086.0673044622
Lao PDR,2016,6743.01053953037
Lao PDR,2017,7141.90652701767
Lao PDR,2018,7486.86452700433
Lao PDR,2019,7743.21906534261
Lao PDR,2020,7913.38660650276
Lao PDR,2021,8080.43553249923
Lao PDR,2022,8766.440626111
Lao PDR,2023,9291.78859001131
Lebanon,2015,17045.898285301
Lebanon,2016,18940.5901000453
Lebanon,2017,20963.8249472533
Lebanon,2018,21985.4884702241
Lebanon,2019,21710.4648750807
Lebanon,2020,16259.7051312281
Lebanon,2021,11599.7755083765
Lebanon,2022,12292.8407305502
Liberia,2015,1340.43279741197
Liberia,2016,1490.33581410026
Liberia,2017,1664.94481323566
Liberia,2018,1799.72751397748
Liberia,2019,1899.52200972855
Liberia,2020,1659.52109145991
Liberia,2021,1539.20892304674
Liberia,2022,1691.57275721852
Liberia,2023,1794.53340863361
Libya,2015,17903.2565395803
Libya,2016,16961.0177111717
Libya,2017,18026.0187834008
Libya,2018,18879.3151301984
Libya,2019,16194.1082061146
Libya,2020,10954.799045265
Libya,2021,12641.5097714075
Libya,2022,12272.8356181335
Libya,2023,13848.7950025505
St. Lucia,2015,14353.1342589508
St. Lucia,2016,15306.816825772
St. Lucia,2017,16131.0916878455
St. Lucia,2018,17433.3636909756
St. Lucia,2019,18710.142566869
St. Lucia,2020,14912.3806120843
St. Lucia,2021,19101.1652956676
St. Lucia,2022,24599.0309175485
St. Lucia,2023,25974.1960274448
Латинская Америка и Карибский бассейн (все уровни дохода),2015,15254.8832807104
Латинская Америка и Карибский бассейн (все уровни дохода),2016,15515.6981458537
Латинская Америка и Карибский бассейн (все уровни дохода),2017,16164.6720084898
Латинская Америка и Карибский бассейн (все уровни дохода),2018,16865.3635132795
Латинская Америка и Карибский бассейн (все уровни дохода),2019,17285.6069203248
Латинская Америка и Карибский бассейн (все уровни дохода),2020,16631.5555216125
Латинская Америка и Карибский бассейн (все уровни дохода),2021,18652.9818967797
Латинская Америка и Карибский бассейн (все уровни дохода),2022,20805.410293688
Латинская Америка и Карибский бассейн (все уровни дохода),2023,21856.6343132101
Низкий уровень дохода,2015,1752.82699627929
Низкий уровень дохода,2016,1853.63674916714
Низкий уровень дохода,2017,1904.5508409952
Низкий уровень дохода,2018,1971.48463000838
Низкий уровень дохода,2019,2055.9755250322
Низкий уровень дохода,2020,2049.40637457024
Низкий уровень дохода,2021,2160.86789388541
Низкий уровень дохода,2022,2333.95962584228
Низкий уровень дохода,2023,2411.33632700008
Sri Lanka,2015,12227.1714848593
Sri Lanka,2016,13078.560508697
Sri Lanka,2017,13616.1845987753
Sri Lanka,2018,14178.0225365529
Sri Lanka,2019,14112.9525046152
Sri Lanka,2020,12940.9045057722
Sri Lanka,2021,14316.1352225683
Sri Lanka,2022,14194.0225623532
Sri Lanka,2023,14460.7414188157
Уровень дохода ниже среднего,2015,5515.24790837817
Уровень дохода ниже среднего,2016,5778.15465505617
Уровень дохода ниже среднего,2017,6110.41148394989
Уровень дохода ниже среднего,2018,6561.68183757204
Уровень дохода ниже среднего,2019,6975.94574287097
Уровень дохода ниже среднего,2020,6936.81152524252
Уровень дохода ниже среднего,2021,7650.30399071811
Уровень дохода ниже среднего,2022,8586.86687486615
Уровень дохода ниже среднего,2023,9300.46598363465
Низкий и средний уровни дохода,2015,8878.25956925923
Низкий и средний уровни дохода,2016,9214.1713428122
Низкий и средний уровни дохода,2017,9681.96612288341
Низкий и средний уровни дохода,2018,10293.824422645
Низкий и средний уровни дохода,2019,10837.1327182417
Низкий и средний уровни дохода,2020,10827.4495352588
Низкий и средний уровни дохода,2021,12049.7988533642
Низкий и средний уровни дохода,2022,13365.002289089
Низкий и средний уровни дохода,2023,14357.6142806206
Lesotho,2015,3034.64692924848
Lesotho,2016,2942.18153663921
Lesotho,2017,2618.81820770145
Lesotho,2018,2632.28775223004
Lesotho,2019,2568.34114362719
Lesotho,2020,2559.09776834929
Lesotho,2021,2544.78249551214
Lesotho,2022,2761.31105002217
Lesotho,2023,2880.96631005117
Lithuania,2015,28915.5715133533
Lithuania,2016,30870.240539754
Lithuania,2017,33760.62939794
Lithuania,2018,36721.9325501206
Lithuania,2019,40809.9308244235
Lithuania,2020,41491.3281824274
Lithuania,2021,45997.037554115
Lithuania,2022,50498.3823963346
Lithuania,2023,50914.8638146666
Luxembourg,2015,107888.578352982
Luxembourg,2016,113365.176082265
Luxembourg,2017,114985.842235989
Luxembourg,2018,116498.512080919
Luxembourg,2019,121403.823719046
Luxembourg,2020,122114.101599326
Luxembourg,2021,135501.636645809
Luxembourg,2022,144872.696611716
Luxembourg,2023,139466.401466696
Latvia,2015,24137.87643586
Latvia,2016,25802.1555784175
Latvia,2017,27645.8226249653
Latvia,2018,29817.8047263182
Latvia,2019,32199.096037709
Latvia,2020,32741.4207691987
Latvia,2021,36913.7521122605
Latvia,2022,39965.2511409361
Latvia,2023,41491.5106686408
"Macao SAR, China",2015,108916.86260993
"Macao SAR, China",2016,107906.815674246
"Macao SAR, China",2017,120983.492894337
"Macao SAR, China",2018,129726.754015517
"Macao SAR, China",2019,126160.45417335
"Macao SAR, China",2020,57220.817061871
"Macao SAR, China",2021,74177.7825248277
"Macao SAR, China",2022,64373.9325445479
"Macao SAR, China",2023,116491.070017441
Morocco,2015,7799.09228515625
Morocco,2016,7853.17626953125
Morocco,2017,8115.12060546875
Morocco,2018,7801.0986328125
Morocco,2019,8046.22900390625
Morocco,2020,7704.84912109375
Morocco,2021,8623.265625
Morocco,2022,9283.92578125
Morocco,2023,9842.888671875
Moldova,2015,9197.61838204272
Moldova,2016,10325.8404896126
Moldova,2017,11252.1135465283
Moldova,2018,11868.1955463223
Moldova,2019,13413.2232935126
Moldova,2020,13527.4413130967
Moldova,2021,15682.0703284653
Moldova,2022,16381.3068315541
Moldova,2023,17596.8834167667
Madagascar,2015,1496.61172412841
Madagascar,2016,1561.51962374608
Madagascar,2017,1546.88001890817
Madagascar,2018,1546.59563549795
Madagascar,2019,1612.29772715626
Madagascar,2020,1490.32312837866
Madagascar,2021,1599.4127689767
Madagascar,2022,1738.29455252161
Madagascar,2023,1823.81732941305
Maldives,2015,17875.0989419262
Maldives,2016,18769.5060607629
Maldives,2017,19767.8893613468
Maldives,2018,21899.4292993843
Maldives,2019,23077.2112236652
Maldives,2020,13425.3674459601
Maldives,2021,19052.6224904311
Maldives,2022,22880.512315142
Maldives,2023,24735.0754169658
Ближний Восток и Северная Африка (все уровни дохода),2015,15897.1910624267
Ближний Восток и Северная Африка (все уровни дохода),2016,15663.7941219944
Ближний Восток и Северная Африка (все уровни дохода),2017,16379.1619177027
Ближний Восток и Северная Африка (все уровни дохода),2018,17354.4289230075
Ближний Восток и Северная Африка (все уровни дохода),2019,17284.849350311
Ближний Восток и Северная Африка (все уровни дохода),2020,16260.6418766888
Ближний Восток и Северная Африка (все уровни дохода),2021,17882.5783836594
Ближний Восток и Северная Африка (все уровни дохода),2022,19861.7994524518
Ближний Восток и Северная Африка (все уровни дохода),2023,20564.456560872
Mexico,2015,19075.3384701377
Mexico,2016,20104.5839787472
Mexico,2017,20488.7150800441
Mexico,2018,20921.4775277572
Mexico,2019,20964.2774813692
Mexico,2020,19354.1248698208
Mexico,2021,20782.5877456479
Mexico,2022,23345.4214285347
Mexico,2023,24789.6755981683
Marshall Islands,2015,4125.16169267758
Marshall Islands,2016,4366.25764214125
Marshall Islands,2017,4719.31304916998
Marshall Islands,2018,5232.20524861864
Marshall Islands,2019,6045.06240778328
Marshall Islands,2020,6136.97119690423
Marshall Islands,2021,6705.8752915044
Marshall Islands,2022,7332.30020832956
Marshall Islands,2023,7532.17477307826
Средний уровень дохода,2015,9656.89727891528
Средний уровень дохода,2016,10031.2856519037
Средний уровень дохода,2017,10558.6197096272
Средний уровень дохода,2018,11247.5229109224
Средний уровень дохода,2019,11861.8460267069
Средний уровень дохода,2020,11871.1982045993
Средний уровень дохода,2021,13246.5040288518
Средний уровень дохода,2022,14724.7457873234
Средний уровень дохода,2023,15857.6532630596
Северная Македония,2015,15038.2252620672
Северная Македония,2016,16457.5986762692
Северная Македония,2017,17161.1791653959
Северная Македония,2018,18460.4426347032
Северная Македония,2019,20222.551001254
Северная Македония,2020,19962.1507881394
Северная Македония,2021,22144.3119917377
Северная Македония,2022,24067.4891178321
Северная Македония,2023,24390.4873543927
Mali,2015,1959.63098498061
Mali,2016,2120.85820827865
Mali,2017,2187.72951258426
Mali,2018,2249.86222959248
Mali,2019,2379.59587619715
Mali,2020,2298.25189139941
Mali,2021,2347.62752913969
Mali,2022,2525.245789037
Mali,2023,2657.71298407985
Malta,2015,38307.3691749492
Malta,2016,40923.441138468
Malta,2017,45676.6931839365
Malta,2018,48105.9501306108
Malta,2019,51377.3698598657
Malta,2020,49929.9668003838
Malta,2021,56748.7302829446
Malta,2022,60352.4830755597
Malta,2023,63419.8236994542
Myanmar,2015,4458.69054442473
Myanmar,2016,4459.53981427471
Myanmar,2017,4706.43248949598
Myanmar,2018,5581.2769545815
Myanmar,2019,6101.37245765709
Myanmar,2020,5740.99045843992
Myanmar,2021,5178.44718217164
Myanmar,2022,5731.93787872064
Myanmar,2023,5953.35735165887
Ближний Восток и Северная Африка (только развивающиеся страны),2015,10298.10741587
Ближний Восток и Северная Африка (только развивающиеся страны),2016,10386.4824418774
Ближний Восток и Северная Африка (только развивающиеся страны),2017,10824.8858025752
Ближний Восток и Северная Африка (только развивающиеся страны),2018,11304.6082306582
Ближний Восток и Северная Африка (только развивающиеся страны),2019,11275.4129231537
Ближний Восток и Северная Африка (только развивающиеся страны),2020,11402.8434290813
Ближний Восток и Северная Африка (только развивающиеся страны),2021,12155.7697050052
Ближний Восток и Северная Африка (только развивающиеся страны),2022,13392.3996721842
Ближний Восток и Северная Африка (только развивающиеся страны),2023,14072.7650267015
Montenegro,2015,16337.2374539586
Montenegro,2016,18199.3897445071
Montenegro,2017,19682.3342050605
Montenegro,2018,21513.2650282079
Montenegro,2019,24140.6885037136
Montenegro,2020,21004.5552747289
Montenegro,2021,24068.4332719795
Montenegro,2022,27882.234496913
Montenegro,2023,30966.673744191
Mongolia,2015,10458.3027240524
Mongolia,2016,10511.3831063141
Mongolia,2017,11096.0375604239
Mongolia,2018,12317.4824277695
Mongolia,2019,13604.978943194
Mongolia,2020,13693.179806943
Mongolia,2021,14792.2509086422
Mongolia,2022,16401.9894751531
Mongolia,2023,18004.8512058355
Mozambique,2015,1317.88785956822
Mozambique,2016,1379.10740028691
Mozambique,2017,1282.74965991801
Mozambique,2018,1325.58695568953
Mozambique,2019,1388.79707034446
Mozambique,2020,1411.62040229911
Mozambique,2021,1457.23540930922
Mozambique,2022,1581.9441944418
Mozambique,2023,1677.68102292349
Mauritania,2015,3977.61171275863
Mauritania,2016,4682.70259690033
Mauritania,2017,5353.06608810407
Mauritania,2018,5429.23223059784
Mauritania,2019,5610.13236713892
Mauritania,2020,5740.73959690129
Mauritania,2021,5836.56580821897
Mauritania,2022,6484.8279272117
Mauritania,2023,6946.19393340541
Mauritius,2015,20011.3333068005
Mauritius,2016,21670.4566005949
Mauritius,2017,22595.7290817609
Mauritius,2018,23068.2409674878
Mauritius,2019,24027.1189308354
Mauritius,2020,21326.224396378
Mauritius,2021,22737.5729410543
Mauritius,2022,26601.7206625605
Mauritius,2023,29511.2274099553
Malawi,2015,1403.08451209235
Malawi,2016,1409.95802703533
Malawi,2017,1380.23263621737
Malawi,2018,1363.79445595088
Malawi,2019,1450.01008064784
Malawi,2020,1513.45990803344
Malawi,2021,1687.59358179651
Malawi,2022,1778.30582146001
Malawi,2023,1829.50768925379
Malaysia,2015,24526.3942716012
Malaysia,2016,25285.8213541391
Malaysia,2017,26415.5960203287
Malaysia,2018,27793.5674222948
Malaysia,2019,28933.928297233
Malaysia,2020,27474.7361378236
Malaysia,2021,29822.8491831618
Malaysia,2022,34366.2284812577
Malaysia,2023,36416.5401853099
Namibia,2015,10465.8920558516
Namibia,2016,10200.1392609733
Namibia,2017,9887.9393548255
Namibia,2018,9853.73533646074
Namibia,2019,9609.48555672874
Namibia,2020,9354.13136713077
Namibia,2021,9709.09930646771
Namibia,2022,10657.7384627391
Namibia,2023,11215.5468409261
Niger,2015,1172.19178758955
Niger,2016,1188.55709229837
Niger,2017,1208.14609955266
Niger,2018,1275.99643935327
Niger,2019,1419.16805070193
Niger,2020,1496.83350023022
Niger,2021,1585.59922021188
Niger,2022,1839.96909675904
Niger,2023,1890.50518592089
Nigeria,2015,5189.45397195461
Nigeria,2016,5022.33326703982
Nigeria,2017,4996.89472791886
Nigeria,2018,5083.17233102207
Nigeria,2019,5362.40830757561
Nigeria,2020,5353.70554899388
Nigeria,2021,5491.70034068297
Nigeria,2022,5948.72614706813
Nigeria,2023,6207.42137845063
Nicaragua,2015,5448.88767322565
Nicaragua,2016,5882.36994825833
Nicaragua,2017,6225.3611901432
Nicaragua,2018,5935.17285288641
Nicaragua,2019,5981.1112968883
Nicaragua,2020,6251.98208404549
Nicaragua,2021,7086.62239515406
Nicaragua,2022,7776.18804040389
Nicaragua,2023,8309.3399128364
Netherlands,2015,50970.348484391
Netherlands,2016,53162.2791598026
Netherlands,2017,56037.5679936057
Netherlands,2018,58819.2609142582
Netherlands,2019,62345.2538465432
Netherlands,2020,62596.6302027524
Netherlands,2021,68573.5648786446
Netherlands,2022,77152.2237613361
Netherlands,2023,78305.2888358968
Norway,2015,60754.1816916377
Norway,2016,59280.1992028829
Norway,2017,64589.5559196863
Norway,2018,70253.8463693386
Norway,2019,70939.6055180362
Norway,2020,67110.60457055
Norway,2021,88984.1386736517
Norway,2022,122619.262920241
Norway,2023,100928.354559088
Nepal,2015,2957.30559145504
Nepal,2016,2976.12513681451
Nepal,2017,3604.70825949747
Nepal,2018,3956.12461094443
Nepal,2019,4260.67373190851
Nepal,2020,4235.57462326905
Nepal,2021,4546.22970006289
Nepal,2022,5102.99231141994
Nepal,2023,5393.62090216188
Nauru,2015,10020.3777450169
Nauru,2016,10371.3962985151
Nauru,2017,9770.04904451333
Nauru,2018,9740.42851222762
Nauru,2019,10639.5058032541
Nauru,2020,10941.6636725889
Nauru,2021,12196.6451545359
Nauru,2022,13356.2039986979
Nauru,2023,13831.8119737926
New Zealand,2015,37552.7372973495
New Zealand,2016,39946.2344308563
New Zealand,2017,42206.923421304
New Zealand,2018,42499.3779260836
New Zealand,2019,45163.6964269884
New Zealand,2020,45283.4680496217
New Zealand,2021,47933.5886168028
New Zealand,2022,53049.3353731936
New Zealand,2023,53440.1310147173
Oman,2015,36058.1666084788
Oman,2016,33333.8635893722
Oman,2017,33619.4988982607
Oman,2018,37780.3308327271
Oman,2019,37250.6110788359
Oman,2020,35163.3281781415
Oman,2021,38719.4587682049
Oman,2022,43244.3771424737
Oman,2023,42519.7049918962
Pakistan,2015,4480.26313460985
Pakistan,2016,4630.7315068374
Pakistan,2017,4789.53646557553
Pakistan,2018,4979.3734961655
Pakistan,2019,5037.53401559745
Pakistan,2020,5048.0213062963
Pakistan,2021,5367.27364714762
Pakistan,2022,5920.2743065411
Pakistan,2023,6036.65076923802
Panama,2015,27245.2788533669
Panama,2016,30276.7088405833
Panama,2017,33533.3260079329
Panama,2018,32463.540359127
Panama,2019,33239.733231164
Panama,2020,27017.0033688951
Panama,2021,30932.7627780516
Panama,2022,36245.1456551041
Panama,2023,39803.3189532895
Peru,2015,11600.3873992867
Peru,2016,12066.5460683317
Peru,2017,12591.8562879234
Peru,2018,13078.2323503405
Peru,2019,13563.5372933551
Peru,2020,12563.3038060893
Peru,2021,15282.2736372636
Peru,2022,16657.4897212687
Peru,2023,16974.2420029886
Philippines,2015,6894.26702227823
Philippines,2016,7382.66758422034
Philippines,2017,7773.79853589634
Philippines,2018,8357.74357925067
Philippines,2019,8924.10116416604
Philippines,2020,8238.36802037452
Philippines,2021,8857.78995115514
Philippines,2022,10131.3463697941
Philippines,2023,10988.6300412045
Palau,2015,17685.0628521566
Palau,2016,17747.6082391634
Palau,2017,17461.7824093618
Palau,2018,17879.4531048174
Palau,2019,18227.2676193907
Palau,2020,17367.269702728
Palau,2021,15663.1743953887
Palau,2022,16581.0210884902
Palau,2023,17531.6984188274
Papua New Guinea,2015,3669.73871585691
Papua New Guinea,2016,3812.71035098996
Papua New Guinea,2017,3923.17197672983
Papua New Guinea,2018,3909.91572968075
Papua New Guinea,2019,4059.82860206018
Papua New Guinea,2020,3899.57719249419
Papua New Guinea,2021,3976.90380027548
Papua New Guinea,2022,4419.61927180525
Papua New Guinea,2023,4632.97979376141
Poland,2015,26995.3408713745
Poland,2016,28359.6927346266
Poland,2017,30170.2818974087
Poland,2018,32345.1066076225
Poland,2019,35882.3655065553
Poland,2020,36714.1686660424
Poland,2021,41059.5847829682
Poland,2022,46077.3855556036
Poland,2023,46570.4702655552
Puerto Rico,2015,32899.9421549518
Puerto Rico,2016,32944.0235909988
Puerto Rico,2017,32686.4615893529
Puerto Rico,2018,34733.9955529873
Puerto Rico,2019,37453.788413823
Puerto Rico,2020,36858.9791794027
Puerto Rico,2021,40559.6985749875
Puerto Rico,2022,45596.8530550873
Puerto Rico,2023,47717.5129705699
Portugal,2015,29615.9560854108
Portugal,2016,31589.2695609552
Portugal,2017,32970.8395386562
Portugal,2018,34896.7993382975
Portugal,2019,37865.5603564297
Portugal,2020,35966.7127965608
Portugal,2021,38657.6677223427
Portugal,2022,44557.2810535723
Portugal,2023,47331.0982975007
Paraguay,2015,12679.0574753215
Paraguay,2016,13329.1373366322
Paraguay,2017,13977.3427788651
Paraguay,2018,14139.0931267561
Paraguay,2019,14149.5985227505
Paraguay,2020,14308.8787738328
Paraguay,2021,15406.1670646579
Paraguay,2022,16347.0434974754
Paraguay,2023,17516.798469519
West Bank and Gaza,2015,5769.98236633202
West Bank and Gaza,2016,6062.23274844577
West Bank and Gaza,2017,6106.64574037122
West Bank and Gaza,2018,6215.81647317396
West Bank and Gaza,2019,6508.44835080318
West Bank and Gaza,2020,5956.28620064819
West Bank and Gaza,2021,5663.12160743584
West Bank and Gaza,2022,6163.24897837616
West Bank and Gaza,2023,5896.71082944838
Qatar,2015,102545.939634633
Qatar,2016,89934.692005072
Qatar,2017,99358.3403307696
Qatar,2018,110032.713236323
Qatar,2019,107502.469792021
Qatar,2020,82149.3573715431
Qatar,2021,116832.570290462
Qatar,2022,122920.498759851
Qatar,2023,128918.549288257
Romania,2015,21630.4644414112
Romania,2016,23905.2501437249
Romania,2017,26943.4323722669
Romania,2018,29586.4998309669
Romania,2019,33638.6859861276
Romania,2020,34386.011734517
Romania,2021,37732.5554954853
Romania,2022,42217.9936036828
Romania,2023,45777.0387317408
Российская Федерация,2015,23994.013671875
Российская Федерация,2016,24012.40234375
Российская Федерация,2017,25777.904296875
Российская Федерация,2018,28628.5625
Российская Федерация,2019,30963.853515625
Российская Федерация,2020,31490.8046875
Российская Федерация,2021,38938.49609375
Российская Федерация,2022,40991.6171875
Российская Федерация,2023,44120.14453125
Rwanda,2015,1780.74171636863
Rwanda,2016,1866.38968530286
Rwanda,2017,1967.94286602499
Rwanda,2018,2125.49522712839
Rwanda,2019,2336.03967302732
Rwanda,2020,2284.89889795328
Rwanda,2021,2731.09015294046
Rwanda,2022,3095.91864058305
Rwanda,2023,3396.15532541582
Южная Азия,2015,5189.0842691512
Южная Азия,2016,5528.01577890735
Южная Азия,2017,5847.8396172501
Южная Азия,2018,6360.87875723316
Южная Азия,2019,6744.92666196924
Южная Азия,2020,6640.34653009411
Южная Азия,2021,7561.39253769285
Южная Азия,2022,8538.4241671903
Южная Азия,2023,9366.42420208151
Saudi Arabia,2015,52069.6432379942
Saudi Arabia,2016,48250.511010503
Saudi Arabia,2017,51237.7969444325
Saudi Arabia,2018,56700.0649572356
Saudi Arabia,2019,56188.1951827363
Saudi Arabia,2020,45434.4716451874
Saudi Arabia,2021,55768.2355201349
Saudi Arabia,2022,61440.7652906224
Saudi Arabia,2023,61102.915372338
Sudan,2015,4217.01025390625
Sudan,2016,4470.35498046875
Sudan,2017,4252.42138671875
Sudan,2018,4199.25048828125
Sudan,2019,3914.2255859375
Sudan,2020,3348.57836914063
Sudan,2021,3248.9755859375
Sudan,2022,3355.37817382813
Sudan,2023,2740.42114257813
Senegal,2015,2994.28032714875
Senegal,2016,3101.12348494108
Senegal,2017,3234.36158194088
Senegal,2018,3380.21596529445
